G 94096 0 20606 1 10072
G 20606 1 61845 1 9013
G 61845 1 81062 0 8953
G 81062 0 107069 1 10856
G 107069 1 933 0 10600
G 933 0 105902 0 10390
G 105902 0 31727 0 10016
G 31727 0 25408 0 9298
G 25408 0 23397 1 9610
G 23397 1 13172 0 9306
G 13172 0 33919 0 9034
G 33919 0 98432 1 9363
G 98432 1 3679 1 10150
G 3679 1 12542 0 10174
G 12542 0 76723 0 10832
G 76723 0 78534 1 10781
G 78534 1 12431 1 10342
G 12431 1 102456 1 10139
G 102456 1 67297 0 10110
G 67297 0 32288 0 10881
G 32288 0 109403 0 11115
G 109403 0 104714 0 10078
G 104714 0 9122 0 10572
G 9122 0 2263 0 10546
G 2263 0 26977 1 9652
G 26977 1 57846 0 10146
G 57846 0 1017 0 9948
G 1017 0 9620 1 10618
G 9620 1 66453 0 10702
G 66453 0 104748 0 10627
G 104748 0 82163 1 10254
G 82163 1 9902 1 10713
G 9902 1 62525 0 9942
G 62525 0 47066 0 11347
G 47066 0 17287 0 11268
G 17287 0 20583 1 9953
G 20583 1 73867 0 10001
G 73867 0 82912 0 10463
G 82912 0 102081 0 11057
G 102081 0 26300 0 10497
G 26300 0 22469 0 10172
G 22469 0 95599 1 9846
G 95599 1 62531 0 9738
G 62531 0 46093 0 9871
G 46093 0 113041 1 10125
G 113041 1 61538 0 10216
G 61538 0 90034 0 9545
G 90034 0 78376 0 9321
G 78376 0 58168 0 9525
G 58168 0 39905 1 10430
G 39905 1 1450 1 10956
G 1450 1 3212 1 10345
G 3212 1 48134 1 11409
G 48134 1 93150 1 10238
G 93150 1 26651 0 11241
G 26651 0 63205 0 10111
G 63205 0 1380 1 10007
G 1380 1 257 0 10606
G 257 0 103000 1 10405
G 103000 1 67738 0 10486
G 67738 0 7296 0 10871
G 7296 0 35689 0 11245
G 35689 0 91806 0 10483
G 91806 0 46168 0 10427
G 46168 0 10554 1 9717
G 10554 1 15380 0 10366
G 15380 0 48524 0 10421
G 48524 0 60941 0 10259
G 60941 0 44334 1 9289
G 44334 1 94503 1 9637
G 94503 1 98998 0 10698
G 98998 0 88886 1 10745
G 88886 1 112256 0 10418
G 112256 0 38426 0 11253
G 38426 0 8560 0 10980
G 8560 0 111022 0 11020
G 111022 0 28703 0 10592
G 28703 0 29003 0 10069
G 29003 0 87466 0 10901
G 87466 0 60043 0 9827
G 60043 0 1917 0 9821
G 1917 0 79782 0 10775
G 79782 0 81197 0 10014
G 81197 0 38325 1 10362
G 38325 1 15150 0 10534
G 15150 0 78415 1 10305
G 78415 1 17981 0 11704
G 17981 0 101101 0 11223
G 101101 0 115620 1 11003
G 115620 1 80660 1 10961
G 80660 1 41770 1 10854
G 41770 1 58526 1 10246
G 58526 1 74731 1 10310
G 74731 1 82032 1 11105
G 82032 1 90341 1 10312
G 90341 1 1555 0 9369
G 1555 0 83611 1 10584
G 83611 1 32268 0 11265
G 32268 0 56382 1 10933
G 56382 1 36935 0 10237
G 36935 0 64938 1 10742
G 64938 1 92568 0 10127
G 92568 0 21649 1 10501
G 21649 1 26774 0 9619
G 26774 0 108632 0 10119
G 108632 0 62526 1 11229
G 62526 1 104630 0 11001
G 104630 0 95042 1 10519
G 95042 1 91277 0 10560
G 91277 0 75226 1 10551
G 75226 1 19218 0 10261
G 19218 0 10037 1 9125
G 10037 1 51045 1 9288
G 51045 1 619 1 10999
G 619 1 52803 1 10386
G 52803 1 27053 1 10486
G 38805 1 114064 0 3904
G 8556 1 92900 0 7917
G 63304 0 17736 1 8037
G 64786 0 47647 0 10250
G 47647 0 28330 0 9366
G 28330 0 89439 1 9999
G 89439 1 52056 1 9494
G 52056 1 33105 1 10297
G 33105 1 85619 1 10201
G 85619 1 67917 0 10255
G 67917 0 30953 1 10416
G 30953 1 20161 1 9756
G 20161 1 115607 1 9273
G 115607 1 23315 0 9628
G 23315 0 67987 0 9832
G 67987 0 60055 0 10184
G 60055 0 8568 1 10842
G 8568 1 91804 0 10981
G 91804 0 14508 1 10622
G 14508 1 13706 1 9548
G 13706 1 52643 0 10232
G 52643 0 8230 0 10572
G 8230 0 70232 1 10782
G 70232 1 54410 1 10360
G 54410 1 29968 0 10413
G 29968 0 26967 1 10810
G 26967 1 73404 0 9972
G 73404 0 64065 0 10318
G 64065 0 195 0 9842
G 195 0 67946 1 10377
G 67946 1 91337 0 10404
G 91337 0 26546 1 10806
G 26546 1 29430 0 10697
G 29430 0 64573 1 10889
G 64573 1 15824 0 10986
G 15824 0 17892 0 11213
G 17892 0 107628 1 10409
G 107628 1 74074 1 10952
G 74074 1 32400 0 10573
G 32400 0 14432 1 9635
G 14432 1 60853 0 10494
G 60853 0 114432 1 10234
G 114432 1 98981 0 9616
G 98981 0 61279 0 10449
G 61279 0 36943 1 10072
G 36943 1 22568 1 9881
G 22568 1 95501 0 10941
G 95501 0 856 1 10096
G 856 1 109814 1 10014
G 109814 1 34931 1 11301
G 34931 1 73711 0 10025
G 73711 0 114502 0 9738
G 114502 0 61074 1 9676
G 61074 1 61320 1 9726
G 61320 1 100690 0 9217
G 100690 0 25776 0 8929
G 25776 0 13535 0 10945
G 13535 0 30580 0 11064
G 30580 0 20800 0 11430
G 20800 0 58837 0 11106
G 58837 0 62771 1 10103
G 62771 1 97038 0 9523
G 97038 0 37631 1 9312
G 37631 1 62714 1 8975
G 62714 1 21894 0 10273
G 21894 0 44481 0 10862
G 44481 0 8696 0 9605
G 8696 0 56521 1 9766
G 56521 1 59143 0 10133
G 59143 0 66945 0 10253
G 66945 0 44132 1 10488
G 44132 1 34398 0 10739
G 34398 0 115147 1 10686
G 115147 1 111745 0 10367
G 111745 0 93900 0 9701
G 93900 0 32968 0 9728
G 64274 1 66827 0 10081
G 66827 0 23781 0 9499
G 64274 1 5516 0 9861
G 5516 0 23781 0 9674
G 78331 0 15470 0 8378
G 8901 0 37507 0 10451
G 37507 0 69318 0 8869
G 8901 0 57416 0 8955
G 57416 0 69318 0 8865
G 47539 1 54633 1 10175
G 54633 1 70709 0 8850
G 47539 1 105587 1 9711
G 105587 1 70709 0 8850
G 93143 1 99660 0 8358
G 105039 0 51547 1 7889
G 78266 0 83137 1 10545
G 83137 1 89561 1 10026
G 89561 1 11630 0 9242
G 78266 0 9560 1 11326
G 9560 1 88331 0 8923
G 88331 0 91562 1 9903
G 91562 1 11630 0 9682
G 16713 1 25740 1 4862
G 24375 0 30633 0 8385
G 108634 1 105931 0 8999
G 105931 0 68050 0 10270
G 68050 0 102781 0 10952
G 102781 0 95571 0 9971
G 95571 0 37044 1 10396
G 37044 1 14183 1 9746
G 14183 1 7450 1 9616
G 7450 1 52611 0 9820
G 52611 0 20407 1 9848
G 20407 1 79766 0 9788
G 79766 0 67928 0 10603
G 67928 0 39241 1 9916
G 39241 1 67172 0 9850
G 67172 0 64476 0 9767
G 64476 0 14699 1 8952
G 14699 1 72344 1 10450
G 72344 1 23754 1 10470
G 23754 1 48751 0 9611
G 48751 0 99865 1 9549
G 99865 1 92228 1 9916
G 92228 1 23494 0 10040
G 23494 0 60987 0 10621
G 60987 0 40361 0 10562
G 40361 0 26721 1 10544
G 26721 1 74742 1 10460
G 74742 1 88887 0 10886
G 88887 0 84309 0 11165
G 84309 0 100985 0 11091
G 100985 0 4844 1 9978
G 4844 1 19954 0 11619
G 19954 0 100409 1 10486
G 100409 1 99861 1 10345
G 99861 1 82942 1 10313
G 82942 1 6625 1 9858
G 6625 1 77919 1 10834
G 77919 1 108598 1 9730
G 108598 1 79227 1 10199
G 79227 1 49061 0 10192
G 49061 0 103319 0 10602
G 103319 0 31236 0 9889
G 31236 0 104558 1 10320
G 104558 1 97916 1 9158
G 97916 1 105034 1 9403
G 105034 1 76414 1 8911
G 76414 1 62000 0 11339
G 62000 0 95334 0 10686
G 95334 0 78888 1 9334
G 78888 1 91175 1 8979
G 91175 1 8457 1 10896
G 8457 1 115306 0 11264
G 115306 0 6188 1 11671
G 6188 1 55288 0 9668
G 55288 0 29507 0 9615
G 29507 0 36652 1 9743
G 36652 1 2701 0 10208
G 2701 0 2006 1 10222
G 2006 1 40708 1 9301
G 40708 1 29606 0 9449
G 101187 0 43809 1 10271
G 43809 1 21321 0 9735
G 21321 0 33306 0 9661
G 33306 0 40063 1 8350
G 40063 1 13285 0 10635
G 13285 0 45340 0 10048
G 45340 0 42095 0 10010
G 42095 0 52369 0 8882
G 52369 0 83695 1 8917
G 83695 1 50649 1 10021
G 50649 1 62574 0 10392
G 62574 0 99749 0 9999
G 99749 0 92417 1 9007
G 92417 1 93699 1 9330
G 101187 0 11428 1 8892
G 11428 1 100657 0 9682
G 100657 0 107680 1 8925
G 107680 1 52129 1 6942
G 52129 1 24821 0 8150
G 24821 0 93699 1 8652
G 67264 0 99660 0 8086
G 94382 1 98104 1 4676
G 79242 0 99660 0 7797
G 65584 0 66696 1 8673
G 48481 1 79084 0 10225
G 79084 0 41672 0 10466
G 41672 0 84438 0 8843
G 84438 0 73041 0 9367
G 73041 0 84724 1 9999
G 48481 1 59137 0 7006
G 59137 0 84724 1 9402
G 76753 1 70758 1 4074
G 111290 1 4440 0 11858
G 4440 0 28116 1 11817
G 111290 1 6165 1 11615
G 6165 1 28116 1 11818
G 43741 1 61649 0 11254
G 61649 0 72426 1 9997
G 72426 1 11286 1 10362
G 11286 1 18720 0 10334
G 18720 0 67397 0 11021
G 67397 0 99397 0 11184
G 99397 0 109194 1 10312
G 109194 1 64414 0 10635
G 42717 0 66264 0 8475
G 66264 0 93278 0 10248
G 93278 0 71319 1 9798
G 42717 0 102806 1 7761
G 102806 1 71319 1 11008
G 80874 1 4144 0 8219
G 95358 0 22232 0 9845
G 53100 1 112161 1 10335
G 112161 1 71793 0 11285
G 71793 0 72002 1 10533
G 72002 1 50295 0 10452
G 50295 0 102453 0 9732
G 102453 0 77601 1 9337
G 53100 1 42577 1 5682
G 42577 1 77601 1 10180
G 86856 0 99660 0 8001
G 89905 0 10150 0 10253
G 10150 0 61349 1 10380
G 61349 1 17285 1 10289
G 17285 1 18038 0 9772
G 18038 0 1391 1 11161
G 1391 1 101139 1 10960
G 101139 1 60416 0 9327
G 60416 0 101636 0 10606
G 101636 0 2894 1 10285
G 2894 1 98839 1 10198
G 98839 1 49325 0 10616
G 49325 0 102345 0 10191
G 102345 0 10923 1 9118
G 10923 1 59965 1 9250
G 59965 1 78117 1 9110
G 78117 1 39900 1 9207
G 39900 1 80290 0 10913
G 80290 0 84264 1 10307
G 84264 1 15521 0 10488
G 15521 0 109683 1 10239
G 109683 1 66860 0 10063
G 66860 0 86794 1 10116
G 86794 1 57042 1 10506
G 57042 1 5346 1 10801
G 5346 1 43052 0 11495
G 43052 0 5004 1 11010
G 5004 1 91516 0 11250
G 91516 0 95890 0 11518
G 95890 0 23720 0 11076
G 23720 0 11413 0 11535
G 11413 0 1966 1 9876
G 1966 1 39043 1 9944
G 39043 1 104985 0 11401
G 104985 0 36687 0 10997
G 36687 0 75407 0 10117
G 75407 0 110531 0 10599
G 110531 0 8758 0 9531
G 8758 0 64049 1 9230
G 64049 1 40480 0 9354
G 40480 0 32666 1 9957
G 32666 1 48979 1 10199
G 48979 1 71221 0 10047
G 71221 0 23188 1 9937
G 23188 1 103640 1 10141
G 103640 1 5376 0 10686
G 5376 0 32414 1 10344
G 32414 1 94248 1 10152
G 94248 1 37107 0 10902
G 37107 0 79980 0 10770
G 79980 0 56896 0 10657
G 56896 0 45629 0 10198
G 45629 0 53454 1 11305
G 53454 1 30184 0 11461
G 30184 0 76505 1 10801
G 76505 1 15321 0 11709
G 15321 0 13999 1 9714
G 13999 1 42634 1 10233
G 42634 1 86873 0 10382
G 86873 0 106883 0 10572
G 106883 0 113556 1 10041
G 113556 1 98650 0 11755
G 98650 0 58319 0 9723
G 58319 0 78990 0 9562
G 78990 0 114454 0 9164
G 114454 0 8002 0 9924
G 8002 0 40443 1 10007
G 40443 1 65181 1 9887
G 65181 1 50017 1 9552
G 50017 1 26610 1 10022
G 26610 1 81936 1 9566
G 81936 1 69975 1 9458
G 69975 1 39927 0 10719
G 39927 0 37108 1 11766
G 37108 1 67485 1 10637
G 67485 1 43888 1 10549
G 51963 1 86700 0 9976
G 86700 0 93324 0 10342
G 93324 0 102714 0 9894
G 102714 0 77578 1 10580
G 77578 1 87520 0 10642
G 87520 0 40668 0 11265
G 40668 0 3702 1 10430
G 3702 1 51821 1 10824
G 51821 1 102133 0 10702
G 102133 0 66063 0 11129
G 66063 0 8472 1 10598
G 8472 1 59469 1 9888
G 59469 1 32828 1 10787
G 32828 1 55439 1 10272
G 55439 1 88365 0 9943
G 88365 0 103025 0 10216
G 103025 0 850 0 9917
G 850 0 52295 1 9722
G 52295 1 92274 0 10885
G 92274 0 70451 1 11450
G 70451 1 96943 1 10703
G 96943 1 37111 1 10479
G 37111 1 113638 1 10764
G 113638 1 57188 1 10281
G 57188 1 57317 0 10103
G 57317 0 1146 0 10330
G 1146 0 86352 0 10492
G 86352 0 72529 1 11478
G 72529 1 54831 1 11053
G 54831 1 39669 1 10321
G 39669 1 80651 0 9292
G 80651 0 85124 1 9996
G 85124 1 41971 0 10073
G 41971 0 103218 1 9584
G 103218 1 28885 1 10315
G 28885 1 68535 1 10851
G 68535 1 111151 0 10991
G 111151 0 76141 1 10650
G 76141 1 48834 1 10527
G 94436 1 62495 0 11214
G 62495 0 48731 1 11801
G 48731 1 59088 0 9075
G 59088 0 18238 0 7702
G 18238 0 103454 1 9249
G 103454 1 114707 0 9990
G 114707 0 12149 0 10213
G 12149 0 79466 1 9065
G 79466 1 62449 1 9370
G 62449 1 75112 1 9217
G 75112 1 111351 0 9474
G 94436 1 4975 1 8052
G 4975 1 68375 1 9183
G 68375 1 53285 0 6610
G 53285 0 53804 0 9121
G 53804 0 83164 0 10208
G 83164 0 69639 0 10220
G 69639 0 111351 0 10526
G 37878 1 37077 1 4459
G 58816 0 70758 1 6933
G 82260 1 28122 1 10358
G 28122 1 76563 1 9683
G 76563 1 106692 0 9602
G 106692 0 53803 1 9481
G 53803 1 76417 0 8505
G 82260 1 53691 1 7624
G 53691 1 76417 0 9317
G 49986 0 97321 0 8057
G 67830 1 98104 1 7765
G 25917 1 104862 1 10089
G 104862 1 25117 0 10017
G 25117 0 11711 0 9802
G 11711 0 10513 1 9331
G 10513 1 3055 1 9321
G 3055 1 71408 0 11446
G 71408 0 72201 1 10363
G 72201 1 92104 1 10183
G 92104 1 80695 1 9221
G 80695 1 5097 1 10459
G 5097 1 99776 1 11219
G 99776 1 47149 0 10609
G 47149 0 66485 1 10526
G 66485 1 3035 1 10265
G 3035 1 95827 0 10710
G 95827 0 102400 1 10812
G 102400 1 77209 1 10383
G 77209 1 52980 1 9818
G 52980 1 49475 0 10487
G 49475 0 112513 1 9638
G 112513 1 22530 1 10438
G 22530 1 4273 0 9567
G 4273 0 90362 1 10165
G 90362 1 69774 1 10409
G 69774 1 71319 0 10988
G 42539 0 19533 1 10484
G 19533 1 40855 0 10076
G 42539 0 13489 0 9839
G 13489 0 40855 0 10075
G 21547 1 17736 1 7711
G 82987 0 37888 1 3328
G 27102 0 108364 1 6538
G 40562 1 97321 0 3035
G 329 1 86168 1 9730
G 86168 1 112607 0 10759
G 112607 0 51799 0 10985
G 51799 0 86018 1 10351
G 86018 1 87085 0 10607
G 87085 0 66690 0 10093
G 66690 0 66592 0 10340
G 66592 0 24678 1 9372
G 24678 1 12691 0 9297
G 12691 0 57946 0 8891
G 57946 0 8392 0 10624
G 8392 0 88597 1 10946
G 88597 1 89723 0 10703
G 89723 0 78755 0 10240
G 78755 0 113730 0 10068
G 113730 0 2838 1 10451
G 2838 1 56175 1 10197
G 56175 1 97223 0 8980
G 97223 0 102001 1 8707
G 102001 1 101178 1 9944
G 101178 1 10113 0 10107
G 10113 0 5746 1 10007
G 5746 1 53853 0 10723
G 53853 0 100955 1 9766
G 100955 1 23176 1 10410
G 23176 1 106708 0 11554
G 106708 0 106634 1 11412
G 106634 1 31958 0 10322
G 31958 0 75478 0 10162
G 75478 0 81982 0 9466
G 81982 0 24279 0 11564
G 24279 0 44520 0 10810
G 44520 0 99163 0 10192
G 99163 0 60935 0 10767
G 60935 0 109690 0 10236
G 109690 0 9031 0 9574
G 9031 0 20895 1 10291
G 20895 1 86202 0 10760
G 86202 0 2516 0 11037
G 2516 0 20045 1 10897
G 20045 1 56740 1 10079
G 56740 1 113520 1 10021
G 113520 1 60967 1 9775
G 60967 1 40195 1 9308
G 40195 1 106756 0 10355
G 106756 0 100398 0 10108
G 100398 0 18630 0 10292
G 18630 0 98047 1 9215
G 34269 1 65035 1 10089
G 34269 1 18286 1 10020
G 18286 1 168 1 9886
G 168 1 16024 1 10753
G 16024 1 108718 0 10654
G 108718 0 69357 1 10001
G 69357 1 52730 0 9045
G 52730 0 4059 0 9818
G 35324 1 6492 1 6948
G 35324 1 92164 1 7379
G 35324 1 71140 1 7318
G 216 0 69703 0 10170
G 69703 0 73271 0 10604
G 73271 0 98425 1 10185
G 98425 1 3844 0 10284
G 3844 0 63836 0 10836
G 63836 0 50590 0 10737
G 50590 0 21469 1 10441
G 21469 1 1107 0 10437
G 1107 0 36095 1 10996
G 36095 1 71745 1 10935
G 71745 1 36653 1 10739
G 36653 1 4294 1 10245
G 4294 1 19161 0 9551
G 19161 0 22315 0 9534
G 22315 0 65696 0 10613
G 2210 1 6492 1 6948
G 2210 1 71140 1 7318
G 2210 1 92164 1 7379
G 82266 1 56475 1 10198
G 56475 1 115094 1 9942
G 115094 1 667 0 10972
G 667 0 86919 1 10476
G 86919 1 9333 1 10795
G 9333 1 105734 1 9860
G 105734 1 23380 1 10907
G 23380 1 47030 0 10594
G 47030 0 49916 1 9288
G 49916 1 81083 0 10203
G 81083 0 111683 0 9501
G 111683 0 66920 1 9357
G 66920 1 69993 0 10420
G 69993 0 109281 1 10245
G 82809 0 51547 1 7889
G 52529 1 32085 0 10701
G 32085 0 13816 1 10627
G 13816 1 103870 0 10720
G 103870 0 74416 1 10528
G 74416 1 88995 0 9717
G 88995 0 26413 0 11084
G 26413 0 1439 1 9809
G 1439 1 104950 1 9307
G 104950 1 5188 1 9948
G 5188 1 9670 0 9417
G 9670 0 72000 0 10031
G 72000 0 60021 1 10690
G 60021 1 10781 0 10573
G 96781 0 112266 1 3456
G 112266 1 12582 1 7656
G 12582 1 57411 1 8745
G 57411 1 16560 0 9694
G 96781 0 7271 0 4038
G 7271 0 111689 0 9334
G 111689 0 16560 1 3693
G 106765 0 6397 0 8250
G 40681 0 17736 1 8037
G 21256 0 40955 0 9609
G 40955 0 108370 1 9554
G 108370 1 46362 1 9585
G 46362 1 73525 0 9880
G 73525 0 95442 1 10391
G 95442 1 110132 0 9964
G 110132 0 2875 0 10051
G 2875 0 95345 1 10508
G 95345 1 46511 1 10551
G 46511 1 106930 1 10456
G 106930 1 48899 0 10434
G 48899 0 108963 1 10610
G 108963 1 112121 1 11107
G 112121 1 44295 1 10331
G 44295 1 49548 1 10942
G 49548 1 93888 0 10601
G 93888 0 22961 1 10692
G 22961 1 46212 0 11022
G 46212 0 18126 1 10601
G 18126 1 101976 0 10452
G 101976 0 22075 0 9994
G 22075 0 101412 0 10559
G 101412 0 101403 0 11016
G 101403 0 90234 0 11014
G 90234 0 25631 0 10414
G 25631 0 65431 1 10352
G 65431 1 65884 0 9345
G 65884 0 61022 0 9372
G 61022 0 91490 1 10477
G 91490 1 104282 0 10436
G 104282 0 12851 0 9751
G 12851 0 20355 0 9729
G 20355 0 110775 0 10385
G 110775 0 82328 1 10695
G 82328 1 27158 0 10467
G 27158 0 107939 1 10669
G 107939 1 23710 0 9980
G 23710 0 51907 0 10100
G 51907 0 419 1 9722
G 419 1 79764 1 9751
G 79764 1 30148 0 10271
G 30148 0 98907 0 10547
G 3282 0 99660 0 8344
G 68526 0 33254 0 8203
G 77158 0 10674 1 10216
G 10674 1 19972 1 10025
G 19972 1 80395 1 10389
G 80395 1 59863 1 10907
G 59863 1 56275 1 9604
G 56275 1 9403 0 10959
G 9403 0 50669 0 9761
G 50669 0 19610 0 9797
G 19610 0 32656 0 10652
G 32656 0 32110 1 10308
G 32110 1 25786 0 10317
G 25786 0 13302 0 9375
G 13302 0 32498 0 9543
G 32498 0 81569 1 9338
G 81569 1 52733 0 9522
G 52733 0 1190 0 9428
G 1190 0 15703 0 9908
G 15703 0 78697 1 10450
G 78697 1 56819 0 10775
G 56819 0 73283 1 10501
G 73283 1 973 1 10375
G 973 1 31230 1 10727
G 31230 1 72931 1 9938
G 72931 1 35411 1 10518
G 35411 1 113933 1 9770
G 113933 1 21933 1 10362
G 21933 1 36384 0 9821
G 36384 0 95016 1 10756
G 95016 1 82313 0 10854
G 82313 0 72184 1 10212
G 72184 1 31242 1 9242
G 31242 1 78849 1 9989
G 78849 1 6382 0 10349
G 6382 0 62852 0 10284
G 62852 0 105051 0 10144
G 105051 0 27061 0 10090
G 27061 0 8376 1 10404
G 8376 1 52184 1 10264
G 52184 1 100799 0 10199
G 100799 0 80040 0 9796
G 80040 0 108855 1 9380
G 108855 1 42451 0 9887
G 42451 0 109306 1 9995
G 109306 1 61866 1 10596
G 61866 1 84612 0 9686
G 84612 0 61438 1 10167
G 61438 1 78143 1 11153
G 78143 1 17682 1 9945
G 17682 1 20014 0 10550
G 20014 0 31770 0 10355
G 31770 0 80198 1 10316
G 80198 1 103924 1 10629
G 103924 1 69753 1 10031
G 69753 1 113109 0 10265
G 113109 0 33669 0 9973
G 33669 0 90148 0 9751
G 90148 0 28267 0 10031
G 28267 0 111955 0 10016
G 111955 0 886 1 10486
G 886 1 1153 0 10106
G 1153 0 15904 0 9947
G 15904 0 97470 1 10259
G 97470 1 4351 0 10167
G 4351 0 67862 1 10207
G 67862 1 72305 1 10300
G 72305 1 67306 1 10367
G 67306 1 12971 1 10729
G 12971 1 20287 1 10016
G 20287 1 34311 1 10208
G 34311 1 6715 1 10570
G 6715 1 3667 1 10562
G 3667 1 48448 1 10711
G 48448 1 26743 1 10597
G 26743 1 21260 0 9340
G 21260 0 113972 1 10085
G 113972 1 106946 0 10080
G 106946 0 25319 0 9944
G 25319 0 19644 1 10741
G 19644 1 46435 1 9436
G 46435 1 14661 1 10761
G 14661 1 37519 1 10188
G 37519 1 70399 0 9969
G 70399 0 90981 1 10438
G 90981 1 39561 1 11190
G 39561 1 115140 1 11148
G 115140 1 83916 1 9388
G 83916 1 84616 0 9900
G 84616 0 33053 0 9909
G 33053 0 6221 1 9892
G 6221 1 102912 1 9899
G 102912 1 112724 0 9979
G 112724 0 5177 1 10215
G 5177 1 99675 1 10074
G 99675 1 12416 1 10557
G 12416 1 38708 0 9956
G 38708 0 85343 1 10594
G 85343 1 26666 1 9843
G 26666 1 28979 0 9980
G 28979 0 49877 0 9968
G 49877 0 86152 1 10001
G 86152 1 111255 1 10971
G 111255 1 66759 0 10146
G 66759 0 1029 0 10233
G 1029 0 12472 1 11220
G 12472 1 32290 0 11710
G 32290 0 39012 0 11454
G 39012 0 100248 0 10919
G 100248 0 63017 0 10958
G 63017 0 81949 0 10419
G 81949 0 1986 0 10688
G 1986 0 24232 0 10899
G 24232 0 39428 0 10428
G 39428 0 41292 0 9701
G 41292 0 48789 1 9955
G 48789 1 24519 0 9637
G 24519 0 10549 0 9390
G 10549 0 44205 1 10498
G 44205 1 68684 0 10744
G 68684 0 61788 0 11327
G 61788 0 69237 0 10090
G 69237 0 94422 1 9999
G 94422 1 55720 0 9799
G 55720 0 7276 0 9672
G 7276 0 102274 1 10394
G 102274 1 84999 1 10222
G 84999 1 87590 0 10200
G 87590 0 6858 0 10078
G 6858 0 73064 0 9440
G 73064 0 60219 1 9747
G 60219 1 101334 0 9126
G 101334 0 35352 1 9412
G 35352 1 4225 1 10868
G 77701 1 115361 1 10426
